Appointment Date,Satisfaction
01-01-2024,3.263157894736842
01-02-2024,2.8461538461538463
01-03-2024,2.789473684210526
01-04-2023,2.736842105263158
01-04-2024,2.8333333333333335
01-05-2023,3.0
01-05-2024,2.857142857142857
01-06-2023,2.730769230769231
01-06-2024,3.588235294117647
01-07-2023,2.933333333333333
01-07-2024,3.0588235294117645
01-08-2023,2.2142857142857144
01-08-2024,3.25
01-09-2023,3.1666666666666665
01-09-2024,2.8260869565217392
01-10-2023,2.933333333333333
01-10-2024,2.7
01-11-2023,2.411764705882353
01-12-2023,2.125
02-01-2024,3.4285714285714284
02-02-2024,2.5
02-03-2024,2.875
02-04-2023,3.5384615384615383
02-04-2024,3.6842105263157894
02-05-2023,2.8125
02-05-2024,2.857142857142857
02-06-2023,2.4705882352941178
02-06-2024,2.8
02-07-2023,3.111111111111111
02-07-2024,3.1578947368421053
02-08-2023,2.8
02-08-2024,3.3157894736842106
02-09-2023,3.1666666666666665
02-09-2024,2.9411764705882355
02-10-2023,2.857142857142857
02-10-2024,3.272727272727273
02-11-2023,2.9166666666666665
02-12-2023,2.8666666666666667
03-01-2024,3.6923076923076925
03-02-2024,3.5
03-03-2024,3.0
03-04-2023,2.7857142857142856
03-04-2024,3.2941176470588234
03-05-2023,3.5
03-05-2024,2.5714285714285716
03-06-2023,2.8947368421052633
03-06-2024,3.0
03-07-2023,3.125
03-07-2024,3.0833333333333335
03-08-2023,2.4705882352941178
03-08-2024,3.2857142857142856
03-09-2023,3.764705882352941
03-09-2024,3.9
03-10-2023,2.8666666666666667
03-10-2024,2.7222222222222223
03-11-2023,3.5714285714285716
03-12-2023,3.2857142857142856
04-01-2024,3.3181818181818183
04-02-2024,2.6666666666666665
04-03-2024,2.7857142857142856
04-04-2023,2.0
04-04-2024,2.45
04-05-2023,3.0625
04-05-2024,3.533333333333333
04-06-2023,2.764705882352941
04-06-2024,3.7333333333333334
04-07-2023,2.875
04-07-2024,3.5555555555555554
04-08-2023,2.5833333333333335
04-08-2024,2.9411764705882355
04-09-2023,3.1333333333333333
04-09-2024,3.3125
04-10-2023,2.9444444444444446
04-10-2024,3.5
04-11-2023,3.2941176470588234
04-12-2023,3.0
05-01-2024,3.526315789473684
05-02-2024,3.263157894736842
05-03-2024,2.642857142857143
05-04-2023,3.1578947368421053
05-04-2024,3.1333333333333333
05-05-2023,3.0
05-05-2024,2.6363636363636362
05-06-2023,2.6666666666666665
05-06-2024,3.142857142857143
05-07-2023,1.75
05-07-2024,2.933333333333333
05-08-2023,3.0434782608695654
05-08-2024,3.0526315789473686
05-09-2023,3.230769230769231
05-09-2024,2.090909090909091
05-10-2023,2.8421052631578947
05-10-2024,2.909090909090909
05-11-2023,2.7058823529411766
05-12-2023,2.9375
06-01-2024,3.2666666666666666
06-02-2024,2.6666666666666665
06-03-2024,2.9375
06-04-2023,2.9285714285714284
06-04-2024,2.4705882352941178
06-05-2023,2.8125
06-05-2024,2.9411764705882355
06-06-2023,3.235294117647059
06-06-2024,4.363636363636363
06-07-2023,2.8333333333333335
06-07-2024,3.2
06-08-2023,2.1
06-08-2024,3.0
06-09-2023,3.5454545454545454
06-09-2024,2.823529411764706
06-10-2023,3.3333333333333335
06-10-2024,3.1818181818181817
06-11-2023,2.75
06-12-2023,2.727272727272727
07-01-2024,2.75
07-02-2024,2.8461538461538463
07-03-2024,2.8846153846153846
07-04-2023,2.1818181818181817
07-04-2024,3.1875
07-05-2023,3.0
07-05-2024,3.066666666666667
07-06-2023,2.7058823529411766
07-06-2024,3.0
07-07-2023,2.6
07-07-2024,3.2222222222222223
07-08-2023,2.611111111111111
07-08-2024,3.8
07-09-2023,2.9285714285714284
07-09-2024,3.0
07-10-2023,3.066666666666667
07-10-2024,3.142857142857143
07-11-2023,3.210526315789474
07-12-2023,2.5714285714285716
08-01-2024,3.2857142857142856
08-02-2024,3.4210526315789473
08-03-2024,3.0714285714285716
08-04-2023,2.6818181818181817
08-04-2024,3.2
08-05-2023,2.9
08-05-2024,3.0
08-06-2023,3.1578947368421053
08-06-2024,3.55
08-07-2023,2.5833333333333335
08-07-2024,3.473684210526316
08-08-2023,3.0
08-08-2024,2.9
08-09-2023,2.1176470588235294
08-09-2024,3.3529411764705883
08-10-2023,3.2
08-10-2024,3.4375
08-11-2023,3.142857142857143
08-12-2023,3.0
09-01-2024,3.3333333333333335
09-02-2024,2.4
09-03-2024,3.227272727272727
09-04-2023,2.1666666666666665
09-04-2024,2.6666666666666665
09-05-2023,2.6
09-05-2024,3.6153846153846154
09-06-2023,3.3157894736842106
09-06-2024,2.619047619047619
09-07-2023,2.8125
09-07-2024,3.210526315789474
09-08-2023,3.0833333333333335
09-08-2024,2.9166666666666665
09-09-2023,3.066666666666667
09-09-2024,3.6470588235294117
09-10-2023,2.9473684210526314
09-10-2024,2.7222222222222223
09-11-2023,2.764705882352941
09-12-2023,2.4285714285714284
10-01-2024,3.076923076923077
10-02-2024,2.8
10-03-2024,2.611111111111111
10-04-2023,3.0
10-04-2024,2.5714285714285716
10-05-2023,2.769230769230769
10-05-2024,3.0833333333333335
10-06-2023,3.0
10-06-2024,3.9411764705882355
10-07-2023,3.176470588235294
10-07-2024,2.6153846153846154
10-08-2023,2.7083333333333335
10-08-2024,2.5833333333333335
10-09-2023,3.0
10-09-2024,3.6153846153846154
10-10-2023,2.0
10-10-2024,2.2
10-11-2023,3.1538461538461537
10-12-2023,3.125
11-01-2024,2.3076923076923075
11-02-2024,2.6
11-03-2024,2.55
11-04-2023,3.1176470588235294
11-04-2024,3.125
11-05-2023,2.6666666666666665
11-05-2024,2.4615384615384617
11-06-2023,3.0588235294117645
11-06-2024,3.3529411764705883
11-07-2023,2.7058823529411766
11-07-2024,2.8
11-08-2023,2.625
11-08-2024,2.8125
11-09-2023,3.2222222222222223
11-09-2024,2.1666666666666665
11-10-2023,2.75
11-10-2024,3.0
11-11-2023,2.75
11-12-2023,3.5625
12-01-2024,3.25
12-02-2024,3.6923076923076925
12-03-2024,3.1538461538461537
12-04-2023,2.8333333333333335
12-04-2024,3.1666666666666665
12-05-2023,2.8181818181818183
12-05-2024,3.0
12-06-2023,2.85
12-06-2024,2.8823529411764706
12-07-2023,2.642857142857143
12-07-2024,2.88
12-08-2023,3.619047619047619
12-08-2024,3.25
12-09-2023,2.5
12-09-2024,3.263157894736842
12-10-2023,2.7222222222222223
12-10-2024,3.526315789473684
12-11-2023,2.625
12-12-2023,2.736842105263158
13-01-2024,2.4
13-02-2024,3.4444444444444446
13-03-2024,2.769230769230769
13-04-2023,2.4615384615384617
13-04-2024,3.1666666666666665
13-05-2023,2.8461538461538463
13-05-2024,2.8333333333333335
13-06-2023,2.769230769230769
13-06-2024,2.823529411764706
13-07-2023,3.0
13-07-2024,3.3684210526315788
13-08-2023,2.875
13-08-2024,2.857142857142857
13-09-2023,3.0
13-09-2024,3.4166666666666665
13-10-2023,3.2
13-10-2024,3.357142857142857
13-11-2023,3.111111111111111
13-12-2023,3.1
14-01-2024,2.92
14-02-2024,2.6315789473684212
14-03-2024,3.2857142857142856
14-04-2023,2.619047619047619
14-04-2024,2.8461538461538463
14-05-2023,2.7142857142857144
14-05-2024,3.090909090909091
14-06-2023,3.2857142857142856
14-06-2024,2.6363636363636362
14-07-2023,3.6666666666666665
14-07-2024,2.533333333333333
14-08-2023,3.3333333333333335
14-08-2024,2.9166666666666665
14-09-2023,2.6153846153846154
14-09-2024,3.0
14-10-2023,3.1818181818181817
14-10-2024,2.75
14-11-2023,2.9411764705882355
14-12-2023,1.8461538461538463
15-01-2024,3.15
15-02-2024,2.7857142857142856
15-03-2024,2.6923076923076925
15-04-2023,3.4166666666666665
15-04-2024,2.8
15-05-2023,3.142857142857143
15-05-2024,2.875
15-06-2023,3.0
15-06-2024,3.0
15-07-2023,2.6
15-07-2024,2.4285714285714284
15-08-2023,3.4285714285714284
15-08-2024,2.8333333333333335
15-09-2023,3.269230769230769
15-09-2024,3.0555555555555554
15-10-2023,2.5
15-10-2024,2.8
15-11-2023,2.875
15-12-2023,2.7777777777777777
16-01-2024,3.2857142857142856
16-02-2024,2.9411764705882355
16-03-2024,3.0
16-04-2023,3.588235294117647
16-04-2024,3.0588235294117645
16-05-2023,2.6666666666666665
16-05-2024,3.25
16-06-2023,3.8461538461538463
16-06-2024,2.642857142857143
16-07-2023,3.2142857142857144
16-07-2024,2.9
16-08-2023,3.0555555555555554
16-08-2024,3.4
16-09-2023,2.909090909090909
16-09-2024,3.1538461538461537
16-10-2023,3.357142857142857
16-10-2024,2.75
16-11-2023,2.7058823529411766
16-12-2023,3.0526315789473686
17-01-2024,3.0
17-02-2024,3.235294117647059
17-03-2024,2.3333333333333335
17-04-2023,3.5
17-04-2024,2.4
17-05-2023,3.1875
17-05-2024,3.1333333333333333
17-06-2023,2.933333333333333
17-06-2024,2.8636363636363638
17-07-2023,2.9375
17-07-2024,3.5714285714285716
17-08-2023,3.75
17-08-2024,2.96
17-09-2023,2.125
17-09-2024,3.0
17-10-2023,3.1818181818181817
17-10-2024,3.0588235294117645
17-11-2023,3.4285714285714284
17-12-2023,3.7777777777777777
18-01-2024,3.35
18-02-2024,3.2666666666666666
18-03-2024,2.8181818181818183
18-04-2023,2.85
18-04-2024,3.1875
18-05-2023,2.2666666666666666
18-05-2024,2.736842105263158
18-06-2023,3.7058823529411766
18-06-2024,2.625
18-07-2023,3.0714285714285716
18-07-2024,2.357142857142857
18-08-2023,3.6666666666666665
18-08-2024,3.6
18-09-2023,3.0833333333333335
18-09-2024,3.0
18-10-2023,2.84
18-10-2024,2.611111111111111
18-11-2023,3.0
18-12-2023,2.5833333333333335
19-01-2024,3.3
19-02-2024,3.111111111111111
19-03-2024,2.5714285714285716
19-04-2023,2.5555555555555554
19-04-2024,2.6923076923076925
19-05-2023,2.3333333333333335
19-05-2024,3.125
19-06-2023,2.8
19-06-2024,3.3846153846153846
19-07-2023,2.9375
19-07-2024,2.8823529411764706
19-08-2023,2.625
19-08-2024,2.736842105263158
19-09-2023,2.6666666666666665
19-09-2024,2.769230769230769
19-10-2023,2.4705882352941178
19-10-2024,2.8125
19-11-2023,3.1818181818181817
19-12-2023,2.85
20-01-2024,2.9411764705882355
20-02-2024,2.857142857142857
20-03-2024,2.5833333333333335
20-04-2023,2.5
20-04-2024,3.9375
20-05-2023,3.4285714285714284
20-05-2024,2.6470588235294117
20-06-2023,2.923076923076923
20-06-2024,3.357142857142857
20-07-2023,3.0714285714285716
20-07-2024,2.9375
20-08-2023,3.090909090909091
20-08-2024,2.5652173913043477
20-09-2023,3.0833333333333335
20-09-2024,2.642857142857143
20-10-2023,3.227272727272727
20-10-2024,2.8
20-11-2023,3.0714285714285716
20-12-2023,3.9166666666666665
21-01-2024,3.4
21-02-2024,2.9545454545454546
21-03-2024,3.375
21-04-2023,3.4
21-04-2024,3.4444444444444446
21-05-2023,3.875
21-05-2024,2.392857142857143
21-06-2023,2.8823529411764706
21-06-2024,2.8333333333333335
21-07-2023,2.8461538461538463
21-07-2024,2.7777777777777777
21-08-2023,3.25
21-08-2024,3.2
21-09-2023,3.3333333333333335
21-09-2024,3.8095238095238093
21-10-2023,3.7777777777777777
21-10-2024,3.235294117647059
21-11-2023,2.6153846153846154
21-12-2023,2.6842105263157894
22-01-2024,2.6875
22-02-2024,2.75
22-03-2024,3.125
22-04-2023,3.3333333333333335
22-04-2024,3.2857142857142856
22-05-2023,3.142857142857143
22-05-2024,3.1818181818181817
22-06-2023,2.423076923076923
22-06-2024,3.5833333333333335
22-07-2023,3.3684210526315788
22-07-2024,3.5
22-08-2023,2.6
22-08-2024,3.0714285714285716
22-09-2023,2.8260869565217392
22-09-2024,2.5555555555555554
22-10-2023,2.9375
22-10-2024,2.8421052631578947
22-11-2023,2.8
22-12-2023,3.0
23-01-2024,2.5
23-02-2024,3.0454545454545454
23-03-2024,2.8666666666666667
23-04-2023,3.5833333333333335
23-04-2024,2.8666666666666667
23-05-2023,3.6153846153846154
23-05-2024,3.05
23-06-2023,2.875
23-06-2024,2.55
23-07-2023,3.4
23-07-2024,3.235294117647059
23-08-2023,3.0555555555555554
23-08-2024,3.3125
23-09-2023,3.2666666666666666
23-09-2024,2.6
23-10-2023,2.5714285714285716
23-10-2024,3.2941176470588234
23-11-2023,3.176470588235294
23-12-2023,3.3333333333333335
24-01-2024,3.5625
24-02-2024,3.5
24-03-2024,3.5454545454545454
24-04-2023,2.2857142857142856
24-04-2024,3.4444444444444446
24-05-2023,3.1818181818181817
24-05-2024,3.0
24-06-2023,3.0
24-06-2024,3.0526315789473686
24-07-2023,2.7777777777777777
24-07-2024,3.272727272727273
24-08-2023,2.3846153846153846
24-08-2024,3.111111111111111
24-09-2023,2.6666666666666665
24-09-2024,2.8
24-10-2023,3.076923076923077
24-10-2024,3.0
24-11-2023,3.411764705882353
24-12-2023,3.111111111111111
25-01-2024,3.0
25-02-2024,2.65
25-03-2024,2.7777777777777777
25-04-2023,2.6666666666666665
25-04-2024,2.8666666666666667
25-05-2023,2.75
25-05-2024,2.9444444444444446
25-06-2023,2.7222222222222223
25-06-2024,2.769230769230769
25-07-2023,2.7142857142857144
25-07-2024,2.933333333333333
25-08-2023,2.85
25-08-2024,2.909090909090909
25-09-2023,3.0714285714285716
25-09-2024,2.8666666666666667
25-10-2023,2.933333333333333
25-10-2024,2.3333333333333335
25-11-2023,2.1538461538461537
25-12-2023,3.125
26-01-2024,3.4285714285714284
26-02-2024,3.111111111111111
26-03-2024,3.3
26-04-2023,3.5
26-04-2024,3.1666666666666665
26-05-2023,2.5454545454545454
26-05-2024,3.076923076923077
26-06-2023,2.8421052631578947
26-06-2024,3.4
26-07-2023,3.125
26-07-2024,3.3076923076923075
26-08-2023,2.823529411764706
26-08-2024,3.4285714285714284
26-09-2023,2.789473684210526
26-09-2024,3.0
26-10-2023,2.6666666666666665
26-10-2024,3.2
26-11-2023,3.1818181818181817
26-12-2023,2.7857142857142856
27-01-2024,3.0
27-02-2024,2.8333333333333335
27-03-2024,3.411764705882353
27-04-2023,3.3125
27-04-2024,2.9473684210526314
27-05-2023,3.0714285714285716
27-05-2024,3.076923076923077
27-06-2023,2.6
27-06-2024,2.8947368421052633
27-07-2023,2.6153846153846154
27-07-2024,3.235294117647059
27-08-2023,3.1052631578947367
27-08-2024,3.0
27-09-2023,2.588235294117647
27-09-2024,3.0833333333333335
27-10-2023,3.3
27-10-2024,2.3
27-11-2023,3.263157894736842
27-12-2023,3.4285714285714284
28-01-2024,3.4
28-02-2024,3.1538461538461537
28-03-2024,3.2941176470588234
28-04-2023,3.5
28-04-2024,3.25
28-05-2023,2.7
28-05-2024,3.1538461538461537
28-06-2023,3.130434782608696
28-06-2024,2.764705882352941
28-07-2023,2.9166666666666665
28-07-2024,2.65
28-08-2023,3.0588235294117645
28-08-2024,3.380952380952381
28-09-2023,2.75
28-09-2024,3.0588235294117645
28-10-2023,2.7333333333333334
28-10-2024,3.4285714285714284
28-11-2023,3.125
28-12-2023,3.3125
29-01-2024,2.8421052631578947
29-02-2024,2.6666666666666665
29-03-2024,3.0833333333333335
29-04-2023,3.0714285714285716
29-04-2024,2.8461538461538463
29-05-2023,2.8
29-05-2024,3.05
29-06-2023,3.125
29-06-2024,3.466666666666667
29-07-2023,3.0526315789473686
29-07-2024,3.25
29-08-2023,2.772727272727273
29-08-2024,3.1176470588235294
29-09-2023,2.2666666666666666
29-09-2024,2.764705882352941
29-10-2023,3.111111111111111
29-10-2024,2.5555555555555554
29-11-2023,3.2
29-12-2023,2.9523809523809526
30-01-2024,2.857142857142857
30-03-2024,3.142857142857143
30-04-2023,3.642857142857143
30-04-2024,2.5625
30-05-2023,3.0
30-05-2024,2.6
30-06-2023,3.25
30-06-2024,2.9375
30-07-2023,3.263157894736842
30-07-2024,3.230769230769231
30-08-2023,3.0
30-08-2024,2.8125
30-09-2023,2.8421052631578947
30-09-2024,2.7058823529411766
30-10-2023,3.0625
30-10-2024,2.8666666666666667
30-11-2023,3.611111111111111
30-12-2023,3.7142857142857144
31-01-2024,2.5
31-03-2024,3.0555555555555554
31-05-2023,2.6363636363636362
31-05-2024,2.3684210526315788
31-07-2023,2.8
31-07-2024,3.0
31-08-2023,3.3333333333333335
31-08-2024,3.263157894736842
31-10-2023,2.9
31-12-2023,3.0
